Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Computed GO Component IDs	Computed GO Components	Computed GO Function IDs	Computed GO Functions	Computed GO Process IDs	Computed GO Processes	Curated GO Component IDs	Curated GO Components	Curated GO Function IDs	Curated GO Functions	Curated GO Process IDs	Curated GO Processes	EC numbers	EC numbers from OrthoMCL	
PocGH01_13024300	PocGH01_13024300.1	Plasmodium ovale curtisi GH01	PocGH01_13_v2:670,896..672,683(-)	glucose-6-phosphate isomerase, putative	N/A	N/A	GO:0004347	glucose-6-phosphate isomerase activity	GO:0006094;GO:0006096	gluconeogenesis;glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	5.3.1.9 (Glucose-6-phosphate isomerase)	5.3.1.9 (Glucose-6-phosphate isomerase)	
SDRG_07689	SDRG_07689-t26_1	Saprolegnia diclina VS20	JH767153:454,289..456,034(-)	glucose-6-phosphate isomerase, cytosolic 2	N/A	N/A	GO:0004347	glucose-6-phosphate isomerase activity	GO:0006094;GO:0006096	gluconeogenesis;glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	5.3.1.9 (Glucose-6-phosphate isomerase)	5.3.1.9 (Glucose-6-phosphate isomerase)	
SPRG_09840	SPRG_09840-t26_1	Saprolegnia parasitica CBS 223.65	KK583242:154,106..155,741(+)	phosphoglycerate kinase 1	GO:0016021	integral component of membrane	GO:0005524;GO:0004618	ATP binding;phosphoglycerate kinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.2.3 (Phosphoglycerate kinase)	2.7.2.3 (Phosphoglycerate kinase)	
SRCN_532	SRCN_532.mRNA	Sarcocystis neurona SO SN1	SnSN1_scaffold00001:8,952,230..8,966,113(-)	unspecified product	N/A	N/A	GO:0004347	glucose-6-phosphate isomerase activity	GO:0006094;GO:0006096	gluconeogenesis;glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	5.3.1.9 (Glucose-6-phosphate isomerase)	
TGBR9_227420	TGBR9_227420-t46_1	Toxoplasma gondii TgCATBr9	KZ791812.1:3,023,224..3,027,535(+)	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	N/A	N/A	GO:0051745;GO:0046872	4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase activity;metal ion binding	GO:0050992;GO:0019288;GO:0055114	dimethylallyl diphosphate biosynthetic process;isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway;oxidation-reduction process	N/A	N/A	N/A	N/A	N/A	N/A	1.17.7.4 (4-hydroxy-3-methylbut-2-enyl diphosphate reductase)	1.17.7.4 (4-hydroxy-3-methylbut-2-enyl diphosphate reductase)	
TGBR9_272290	TGBR9_272290-t46_1	Toxoplasma gondii TgCATBr9	KZ793237.1:4,157,711..4,161,536(+)	pyruvate dehydrogenase complex subunit PD-HE1Beta	GO:0020011	apicoplast	GO:0003824;GO:0004739	catalytic activity;pyruvate dehydrogenase (acetyl-transferring) activity	GO:0006086;GO:0008152	acetyl-CoA biosynthetic process from pyruvate;metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	1.2.4.1 (Pyruvate dehydrogenase (acetyl-transferring))	1.2.4.1 (Pyruvate dehydrogenase (acetyl-transferring))	
TGBR9_318230	TGBR9_318230-t46_1	Toxoplasma gondii TgCATBr9	KZ792920.1:52,182..55,138(+)	phosphoglycerate kinase PGKI	GO:0005737	cytoplasm	GO:0005524;GO:0004618	ATP binding;phosphoglycerate kinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.2.3 (Phosphoglycerate kinase)	2.7.2.3 (Phosphoglycerate kinase)	
TGGT1_236050	TGGT1_236050-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:5,142,064..5,144,209(+)	putative fructose-bisphosphate aldolase	N/A	N/A	GO:0003824;GO:0004332	catalytic activity;fructose-bisphosphate aldolase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	4.1.2.13 (Fructose-bisphosphate aldolase)	4.1.2.13 (Fructose-bisphosphate aldolase)	
TGPRC2_240890B	TGPRC2_240890B-t30_1	Toxoplasma gondii TgCatPRC2	KQ983280:1,269,898..1,278,843(+)	6-phosphofructokinase	GO:0005945	6-phosphofructokinase complex	GO:0003872;GO:0005524;GO:0047334	6-phosphofructokinase activity;ATP binding;diphosphate-fructose-6-phosphate 1-phosphotransferase activity	GO:0006002;GO:0006096	fructose 6-phosphate metabolic process;glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.90 (Diphosphate--fructose-6-phosphate 1-phosphotransferase)	
TGVAND_268850	TGVAND_268850-t30_1	Toxoplasma gondii VAND	KN042478:505,825..507,896(+)	enolase 2	GO:0005737;GO:0005634;GO:0000015	cytoplasm;nucleus;phosphopyruvate hydratase complex	GO:0000287;GO:0004634	magnesium ion binding;phosphopyruvate hydratase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	4.2.1.11 (Phosphopyruvate hydratase)	4.2.1.11 (Phosphopyruvate hydratase)	
TGVEG_284190	TGVEG_284190-t26_1	Toxoplasma gondii VEG	TGVEG_chrV:2,717,268..2,731,872(-)	pyruvate carboxylase	N/A	N/A	GO:0005524;GO:0009374;GO:0003824;GO:0046872;GO:0004736	ATP binding;biotin binding;catalytic activity;metal ion binding;pyruvate carboxylase activity	GO:0006094;GO:0006090	gluconeogenesis;pyruvate metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	6.4.1.1 (Pyruvate carboxylase)	6.4.1.1 (Pyruvate carboxylase)	
TM35_000321650	TM35_000321650-t36_1	Trypanosoma theileri isolate Edinburgh	NBCO01000032:177,545..179,368(+)	glucose-6-phosphate isomerase, glycosomal	N/A	N/A	GO:0004347	glucose-6-phosphate isomerase activity	GO:0006094;GO:0006096	gluconeogenesis;glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	5.3.1.9 (Glucose-6-phosphate isomerase)	5.3.1.9 (Glucose-6-phosphate isomerase)	
TP04_0690	TP04_0690-t26_1	Theileria parva strain Muguga	AAGK01000004:1,363,889..1,365,022(+)	phosphoglycerate mutase I, putative	N/A	N/A	GO:0003824;GO:0016868;GO:0004619	catalytic activity;intramolecular transferase activity, phosphotransferases;phosphoglycerate mutase activity	GO:0006096;GO:0008152	glycolytic process;metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	5.4.2.1 (Transferred entry: 5.4.2.11 and 5.4.2.12);5.4.2.11 (Phosphoglycerate mutase (2,3-diphosphoglycerate-dependent))	5.4.2.11 (Phosphoglycerate mutase (2,3-diphosphoglycerate-dependent))	
Tb427.10.5620	Tb427.10.5620-t26_1	Trypanosoma brucei Lister strain 427	Tb427_10_v5:1,404,512..1,405,630(+)	fructose-bisphosphate aldolase, glycosomal	N/A	N/A	GO:0004332	fructose-bisphosphate aldolase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	4.1.2.13 (Fructose-bisphosphate aldolase)	4.1.2.13 (Fructose-bisphosphate aldolase)	
Tbg972.10.16510	Tbg972.10.16510:mRNA	Trypanosoma brucei gambiense DAL972	Tbg972_10:3,208,052..3,209,551(-)	pyruvate kinase 1, putative	N/A	N/A	GO:0003824;GO:0000287;GO:0030955;GO:0004743	catalytic activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	GO:0006096	glycolytic process	GO:0005737	cytoplasm	GO:0003729;GO:0004743	mRNA binding;pyruvate kinase activity	GO:0006096	glycolytic process	N/A	2.7.1.40 (Pyruvate kinase)	
Tbg972.10.3610	Tbg972.10.3610:mRNA	Trypanosoma brucei gambiense DAL972	Tbg972_10:697,019..698,308(+)	enolase	GO:0000015	phosphopyruvate hydratase complex	GO:0000287;GO:0004634	magnesium ion binding;phosphopyruvate hydratase activity	GO:0006096	glycolytic process	GO:0097014;GO:0005737;GO:0005829	ciliary plasm;cytoplasm;cytosol	GO:0000287;GO:0004634	magnesium ion binding;phosphopyruvate hydratase activity	N/A	N/A	N/A	4.2.1.11 (Phosphopyruvate hydratase)	
TcCLB.511281.60	TcCLB.511281.60:mRNA	Trypanosoma cruzi CL Brener Non-Esmeraldo-like	TcChr40-P:630,970..632,469(+)	pyruvate kinase 2, putative	GO:0005737	cytoplasm	GO:0003824;GO:0000287;GO:0030955;GO:0004743	catalytic activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	GO:0006096	glycolytic process	N/A	N/A	GO:0003729	mRNA binding	N/A	N/A	2.7.1.40 (Pyruvate kinase)	2.7.1.40 (Pyruvate kinase)	
TcIL3000.A.H_000764300	TcIL3000.A.H_000764300.1	Trypanosoma congolense IL3000 2019	Tc.A.H.pschr_10:1,436,019..1,437,137(+)	fructose-bisphosphate aldolase, glycosomal, putative	N/A	N/A	GO:0004332	fructose-bisphosphate aldolase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	4.1.2.13 (Fructose-bisphosphate aldolase)	4.1.2.13 (Fructose-bisphosphate aldolase)	
Vbra_4728	Vbra_4728.t1	Vitrella brassicaformis CCMP3155	Vbra_scaffold120:4,100..7,380(-)	Enolase, putative	GO:0000015	phosphopyruvate hydratase complex	GO:0000287;GO:0004634	magnesium ion binding;phosphopyruvate hydratase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4.2.1.11 (Phosphopyruvate hydratase)	
cgd2_3200	cgd2_3200-RA	Cryptosporidium parvum Iowa II	CM000430:663,112..664,815(+)	Glucose-6-phosphate isomerase	N/A	N/A	GO:0004347	glucose-6-phosphate isomerase activity	GO:0006094;GO:0006096	gluconeogenesis;glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	5.3.1.9 (Glucose-6-phosphate isomerase)	5.3.1.9 (Glucose-6-phosphate isomerase)	
evm.TU.AC2VRR_s00016g182	evm.model.AC2VRR_s00016g182	Albugo candida 2VRR	Acan2VRR_SC016:331,788..332,631(-)	unspecified product	N/A	N/A	GO:0016868;GO:0004619	intramolecular transferase activity, phosphotransferases;phosphoglycerate mutase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	5.4.2.11 (Phosphoglycerate mutase (2,3-diphosphoglycerate-dependent))	
AK88_02265	AK88_02265-t30_1	Plasmodium fragile strain nilgiri	KQ001665:343,196..344,677(+)	hexokinase	N/A	N/A	GO:0005524;GO:0005536;GO:0004396;GO:0016773	ATP binding;glucose binding;hexokinase activity;phosphotransferase activity, alcohol group as acceptor	GO:0005975;GO:0001678;GO:0006096	carbohydrate metabolic process;cellular glucose homeostasis;glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.- (Phosphotransferases with an alcohol group as acceptor.);2.7.1.1 (Hexokinase)	2.7.1.- (Phosphotransferases with an alcohol group as acceptor.)	
BCY84_22869	BCY84_22869-t36_1	Trypanosoma cruzi Dm28c 2017	MBSY01000795:122,092..123,222(-)	glucokinase	N/A	N/A	GO:0005524;GO:0004340;GO:0005536	ATP binding;glucokinase activity;glucose binding	GO:0051156;GO:0006096	glucose 6-phosphate metabolic process;glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.2 (Glucokinase)	
BESB_077680	mrna.BESB_077680	Besnoitia besnoiti strain Bb-Ger1	CM008352.1:1,219,349..1,222,033(-)	unspecified product	N/A	N/A	GO:0003824;GO:0016301;GO:0000287;GO:0030955;GO:0004743	catalytic activity;kinase activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.40 (Pyruvate kinase)	2.7.1.40 (Pyruvate kinase)	
BOVATA_003710	BOVATA_003710-t37_1	Babesia ovata strain Miyake	BDSA01000001:921,529..923,058(+)	pyruvate kinase	N/A	N/A	GO:0003824;GO:0016301;GO:0000287;GO:0030955;GO:0004743	catalytic activity;kinase activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.40 (Pyruvate kinase)	2.7.1.40 (Pyruvate kinase)	
BOVATA_041300	BOVATA_041300-t37_1	Babesia ovata strain Miyake	BDSA01000006:84,898..86,364(+)	hexokinase	GO:0005623	obsolete cell	GO:0005524;GO:0005536;GO:0004396;GO:0016773	ATP binding;glucose binding;hexokinase activity;phosphotransferase activity, alcohol group as acceptor	GO:0005975;GO:0001678;GO:0006096	carbohydrate metabolic process;cellular glucose homeostasis;glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.- (Phosphotransferases with an alcohol group as acceptor.);2.7.1.1 (Hexokinase)	2.7.1.1 (Hexokinase)	
C922_02803	C922_02803-t30_1	Plasmodium inui San Antonio 1	KI965469:413,107..413,895(-)	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	GO:0016021	integral component of membrane	GO:0008685;GO:0046872	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity;metal ion binding	GO:0019288;GO:0016114	isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway;terpenoid biosynthetic process	N/A	N/A	N/A	N/A	N/A	N/A	4.6.1.12 (2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase)	4.6.1.12 (2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase)	
ChTU502y2012_414g0375	ChTU502y2012_414g0375-t32_1	Cryptosporidium hominis isolate TU502_2012	JIBM01000109:165,588..169,955(-)	Phosphofructokinase	GO:0005945	6-phosphofructokinase complex	GO:0003872;GO:0005524;GO:0047334	6-phosphofructokinase activity;ATP binding;diphosphate-fructose-6-phosphate 1-phosphotransferase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.90 (Diphosphate--fructose-6-phosphate 1-phosphotransferase)	2.7.1.90 (Diphosphate--fructose-6-phosphate 1-phosphotransferase)	
DHA2_17143	DHA2_17143-t26_1	Giardia Assemblage A2 isolate DH	AHGT01000022:137,911..139,572(+)	Pyruvate kinase	N/A	N/A	GO:0005524;GO:0003824;GO:0016301;GO:0000287;GO:0030955;GO:0004743	ATP binding;catalytic activity;kinase activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.40 (Pyruvate kinase)	2.7.1.40 (Pyruvate kinase)	
EfaB_MINUS_37748.g2604	EfaB_MINUS_37748.g2604.t1	Eimeria falciformis Bayer Haberkorn 1970	EfaB_Contig_37748:187,800..194,399(-)	unspecified product	N/A	N/A	GO:0004316;GO:0051287;GO:0003824;GO:0000287;GO:0016491;GO:0030955;GO:0004743	3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity;NAD binding;catalytic activity;magnesium ion binding;oxidoreductase activity;potassium ion binding;pyruvate kinase activity	GO:0006633;GO:0006096;GO:0055114	fatty acid biosynthetic process;glycolytic process;oxidation-reduction process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.40 (Pyruvate kinase)	
GLP15_1129	GLP15_1129-t26_1	Giardia Assemblage E isolate P15	ACVC01000237:2,870..4,834(+)	Pyruvate kinase	N/A	N/A	GO:0005524;GO:0003824;GO:0016301;GO:0000287;GO:0030955;GO:0004743	ATP binding;catalytic activity;kinase activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.40 (Pyruvate kinase)	2.7.1.40 (Pyruvate kinase)	
HpaG813574	HpaG813574:RNA	Hyaloperonospora arabidopsidis Emoy2	HaraEmoy2_SC0294:28,225..29,407(+)	unspecified product	N/A	N/A	GO:0003824;GO:0004739	catalytic activity;pyruvate dehydrogenase (acetyl-transferring) activity	GO:0006086	acetyl-CoA biosynthetic process from pyruvate	N/A	N/A	N/A	N/A	N/A	N/A	1.2.4.1 (Pyruvate dehydrogenase (acetyl-transferring))	1.2.4.1 (Pyruvate dehydrogenase (acetyl-transferring))	
LARLEM1108_290033200	LARLEM1108_290033200.1	Leishmania arabica strain LEM1108	LarLEM1108_29:1,080,796..1,082,256(+)	ATP-dependent phosphofructokinase	GO:0005945	6-phosphofructokinase complex	GO:0003872	6-phosphofructokinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.11 (6-phosphofructokinase)	
LBRM2903_060009600	LBRM2903_060009600.1	Leishmania braziliensis MHOM/BR/75/M2903	LbrM2903_06:139,078..139,332(+)	Fructose-bisphosphate aldolase class-I, putative	N/A	N/A	GO:0004332	fructose-bisphosphate aldolase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4.1.2.13 (Fructose-bisphosphate aldolase)	
LTRL590_200006200	LTRL590_200006200.1	Leishmania tropica L590	LtrL590_20:38,127..38,549(-)	Phosphoglycerate kinase, putative	N/A	N/A	GO:0004618	phosphoglycerate kinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.2.3 (Phosphoglycerate kinase)	
LbrM.08.2.202310	LbrM.08.2.202310.1	Leishmania braziliensis MHOM/BR/75/M2904 2019	LbrM.08_v4_pilon:19,517..20,791(-)	Pyruvate kinase, barrel domain/HpcH/HpaI aldolase/citrate lyase family/Pyruvate kinase, alpha/beta domain containing protein, putative	N/A	N/A	GO:0003824;GO:0000287;GO:0030955;GO:0004743	catalytic activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.40 (Pyruvate kinase)	
LpyrH10_17_1390	rna_LpyrH10_17_1390	Leptomonas pyrrhocoris H10	LpyrH10_17:456,253..457,618(+)	Enolase	GO:0000015	phosphopyruvate hydratase complex	GO:0000287;GO:0004634	magnesium ion binding;phosphopyruvate hydratase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4.2.1.11 (Phosphopyruvate hydratase)	
LpyrH10_18_1260	rna_LpyrH10_18_1260	Leptomonas pyrrhocoris H10	LpyrH10_18:438,765..441,656(+)	pyruvate phosphate dikinase, putative, putative mitochondrial	N/A	N/A	GO:0005524;GO:0003824;GO:0016301;GO:0050242;GO:0016772	ATP binding;catalytic activity;kinase activity;pyruvate, phosphate dikinase activity;transferase activity, transferring phosphorus-containing groups	GO:0016310;GO:0006090	phosphorylation;pyruvate metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.9.1 (Pyruvate, phosphate dikinase)	
NF0038020	mRNA1_NF0038020	Naegleria fowleri ATCC 30863	Nfow_scaffold00024:6,007..7,544(+)	pyruvate dehydrogenase e1 component subunit mitochondrial-like	N/A	N/A	GO:0003824;GO:0004739	catalytic activity;pyruvate dehydrogenase (acetyl-transferring) activity	GO:0006086	acetyl-CoA biosynthetic process from pyruvate	N/A	N/A	N/A	N/A	N/A	N/A	1.2.4.1 (Pyruvate dehydrogenase (acetyl-transferring))	1.2.4.1 (Pyruvate dehydrogenase (acetyl-transferring))	
PAG1_G005511	EPrPAT00000018591	Pythium aphanidermatum DAOM BR444	PaphDAOMBR444_SC0209:27,923..28,765(-)	Phosphoglycerate mutase.	N/A	N/A	GO:0016868;GO:0004619	intramolecular transferase activity, phosphotransferases;phosphoglycerate mutase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	5.4.2.11 (Phosphoglycerate mutase (2,3-diphosphoglycerate-dependent))	5.4.2.11 (Phosphoglycerate mutase (2,3-diphosphoglycerate-dependent))	
PBILCG01_1444800	PBILCG01_1444800-t36_1	Plasmodium billcollinsi G01	PBILCG01_14:1,936,653..1,937,537(-)	fructose-bisphosphate aldolase	N/A	N/A	GO:0003824;GO:0004332	catalytic activity;fructose-bisphosphate aldolase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	4.1.2.13 (Fructose-bisphosphate aldolase)	4.1.2.13 (Fructose-bisphosphate aldolase)	
PF3D7_0815900	PF3D7_0815900.1	Plasmodium falciparum 3D7	Pf3D7_08_v3:743,266..745,505(+)	dihydrolipoyl dehydrogenase, apicoplast	GO:0016021	integral component of membrane	GO:0050660;GO:0016491;GO:0016668	flavin adenine dinucleotide binding;oxidoreductase activity;oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor	GO:0045454;GO:0055114	cell redox homeostasis;oxidation-reduction process	GO:0020011;GO:0045254	apicoplast;pyruvate dehydrogenase complex	GO:0004148;GO:0050660;GO:0042803	dihydrolipoyl dehydrogenase activity;flavin adenine dinucleotide binding;protein homodimerization activity	GO:0006086;GO:0055114	acetyl-CoA biosynthetic process from pyruvate;oxidation-reduction process	1.8.1.4 (Dihydrolipoyl dehydrogenase)	1.8.1.4 (Dihydrolipoyl dehydrogenase)	
PGABG01_0912900	PGABG01_0912900-t36_1	Plasmodium gaboni strain G01	PGABG01_09:525,588..529,826(-)	6-phosphofructokinase	GO:0005737	cytoplasm	GO:0003872;GO:0005524;GO:0003824;GO:0047334;GO:0046872	6-phosphofructokinase activity;ATP binding;catalytic activity;diphosphate-fructose-6-phosphate 1-phosphotransferase activity;metal ion binding	GO:0006002;GO:0006096	fructose 6-phosphate metabolic process;glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.1.11 (6-phosphofructokinase)	2.7.1.90 (Diphosphate--fructose-6-phosphate 1-phosphotransferase)	
PHYSODRAFT_285564	PHYSODRAFT_285564-t26_1	Phytophthora sojae strain P6497	JH159153:5,838,376..5,840,046(-)	glucose-6-phosphate isomerase	N/A	N/A	GO:0004347	glucose-6-phosphate isomerase activity	GO:0006094;GO:0006096	gluconeogenesis;glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	5.3.1.9 (Glucose-6-phosphate isomerase)	5.3.1.9 (Glucose-6-phosphate isomerase)	
PIR_G012030	EPrPIT00000025113	Globisporangium irregulare DAOM BR486	PirrDAOMBR486_SC2269:757..2,829(-)	Dihydrolipoyllysine-residue acetyltransferase component 2 of pyruvate dehydrogenase complex, mitochondrial	GO:0045254	pyruvate dehydrogenase complex	GO:0004742;GO:0016746	dihydrolipoyllysine-residue acetyltransferase activity;transferase activity, transferring acyl groups	GO:0006090	pyruvate metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	2.3.1.12 (Dihydrolipoyllysine-residue acetyltransferase)	2.3.1.12 (Dihydrolipoyllysine-residue acetyltransferase)	
PPTG_09645	PPTG_09645-t26_1	Phytophthora parasitica INRA-310	KI669578:850,018..851,980(-)	glyceraldehyde-3-phosphate dehydrogenase	GO:0005737	cytoplasm	GO:0051287;GO:0050661;GO:0003824;GO:0016620;GO:0004807	NAD binding;NADP binding;catalytic activity;oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor;triose-phosphate isomerase activity	GO:0006006;GO:0006096;GO:0055114	glucose metabolic process;glycolytic process;oxidation-reduction process	N/A	N/A	N/A	N/A	N/A	N/A	1.2.1.12 (Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating));1.2.1.59 (Glyceraldehyde-3-phosphate dehydrogenase (NAD(P)(+)) (phosphorylating));5.3.1.1 (Triose-phosphate isomerase)	1.2.1.12 (Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating))	
PRG01_1467200	PRG01_1467200-t36_1	Plasmodium reichenowi G01	PRG01_14:2,737,788..2,739,254(+)	1-deoxy-D-xylulose 5-phosphate reductoisomerase	N/A	N/A	GO:0030604;GO:0070402;GO:0016853;GO:0046872;GO:0005515	1-deoxy-D-xylulose-5-phosphate reductoisomerase activity;NADPH binding;isomerase activity;metal ion binding;protein binding	GO:0019288;GO:0008299;GO:0055114	isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway;isoprenoid biosynthetic process;oxidation-reduction process	N/A	N/A	N/A	N/A	N/A	N/A	1.1.1.267 (1-deoxy-D-xylulose-5-phosphate reductoisomerase)	1.1.1.267 (1-deoxy-D-xylulose-5-phosphate reductoisomerase)	
PcyM_0721300	PcyM_0721300-t36_1	Plasmodium cynomolgi strain M	PcyM_07:890,309..891,559(+)	phosphoglycerate kinase, putative	N/A	N/A	GO:0004618	phosphoglycerate kinase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	2.7.2.3 (Phosphoglycerate kinase)	2.7.2.3 (Phosphoglycerate kinase)	
PcyM_0816700	PcyM_0816700-t36_1	Plasmodium cynomolgi strain M	PcyM_08:696,970..699,058(+)	enolase, putative	GO:0000015	phosphopyruvate hydratase complex	GO:0000287;GO:0004634	magnesium ion binding;phosphopyruvate hydratase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	4.2.1.11 (Phosphopyruvate hydratase)	4.2.1.11 (Phosphopyruvate hydratase)	
PcyM_0923000	PcyM_0923000-t36_1	Plasmodium cynomolgi strain M	PcyM_09:977,006..978,248(+)	phosphoglycerate mutase, putative	N/A	N/A	GO:0003824;GO:0016868;GO:0004619	catalytic activity;intramolecular transferase activity, phosphotransferases;phosphoglycerate mutase activity	GO:0006096	glycolytic process	N/A	N/A	N/A	N/A	N/A	N/A	5.4.2.11 (Phosphoglycerate mutase (2,3-diphosphoglycerate-dependent))	5.4.2.11 (Phosphoglycerate mutase (2,3-diphosphoglycerate-dependent))	
